,home_team_api_id,away_team_api_id,home_team_mean_rating,away_team_mean_rating,home_top_players,away_top_players,AVG_bet_H,AVG_bet_A_D,h_5_games_pts,a_5_games_pts,h_only_10_games_pts,a_only_10_games_pts,final_result
2602,10252,10260,77.27272727272727,82.27272727272727,0,9,5.333333333333333,2.5429166666666667,9,8,11,15,0
2603,9826,9825,76.9090909090909,83.22727272727273,0,9,5.0249999999999995,2.1708333333333334,6,5,10,20,0
2604,8650,8678,80.31818181818181,74.0909090909091,5,1,1.455,1.4208333333333334,7,0,20,0,1
2605,8456,8455,83.0909090909091,84.0909090909091,7,9,2.1083333333333334,1.51875,15,8,25,20,1
2606,8466,8668,77.54545454545455,79.86363636363636,2,6,2.0,2.00625,4,4,21,10,0
2607,8472,9850,76.63636363636364,74.4090909090909,1,0,2.4583333333333335,1.7249999999999999,5,1,11,2,0
2608,10003,10261,78.36363636363636,77.5909090909091,2,1,1.9416666666666664,1.50125,10,5,15,4,1
2609,8586,10194,81.04545454545455,77.0909090909091,7,1,1.7833333333333334,2.3791666666666664,6,7,20,12,0
2610,9817,8659,74.36363636363636,74.72727272727273,0,1,2.316666666666667,2.6316666666666664,1,7,0,11,0
2611,8654,8197,76.77272727272727,74.36363636363636,1,0,2.25,1.5666666666666667,6,13,12,12,0
2612,9825,10261,82.5909090909091,77.27272727272727,9,3,1.285,1.6624999999999999,12,4,23,4,1
2613,9826,8455,75.54545454545455,84.0909090909091,0,9,3.6750000000000003,3.5333333333333337,9,5,14,6,0
2614,8668,8586,80.18181818181819,81.0,5,7,2.695,1.39125,5,11,12,19,0
2615,8197,8678,75.04545454545455,72.68181818181819,0,0,1.9149999999999998,1.3750000000000002,10,10,21,10,0
2616,10260,10003,83.18181818181819,77.63636363636364,10,1,1.5416666666666667,1.6604166666666664,2,5,17,9,1
2617,9850,8466,74.04545454545455,77.54545454545455,0,1,3.0583333333333336,1.54375,7,4,12,10,1
2618,8472,10252,75.36363636363636,75.77272727272727,0,0,2.433333333333333,1.7874999999999999,0,3,9,5,1
2619,9817,8456,75.0909090909091,83.68181818181819,0,8,4.8999999999999995,1.675,10,7,14,15,0
2620,8659,10194,74.04545454545455,78.18181818181819,0,3,2.7416666666666667,1.6895833333333334,5,10,11,16,1
2621,8654,8650,76.68181818181819,80.86363636363636,1,5,3.7999999999999994,1.7645833333333334,7,7,13,15,1
2622,10252,9826,76.04545454545455,76.45454545454545,0,0,3.025,1.8625,2,8,3,20,1
2623,8678,8654,73.13636363636364,76.86363636363636,0,1,1.9999999999999998,1.3625,8,9,10,16,0
2624,10003,8472,76.5,76.22727272727273,1,0,1.776666666666667,1.7708333333333333,5,3,13,4,0
2625,8650,9825,80.0,82.31818181818181,4,8,2.8433333333333333,2.410416666666667,7,12,15,19,0
2626,8455,8659,83.54545454545455,74.4090909090909,9,0,1.433333333333333,3.5562500000000004,8,7,14,12,0
2627,8456,8668,82.9090909090909,80.72727272727273,6,6,1.5083333333333335,2.527083333333333,10,5,24,17,0
2628,10261,10260,77.27272727272727,81.4090909090909,3,7,4.866666666666666,1.3687500000000001,4,4,10,14,0
2629,8466,9817,77.63636363636364,75.36363636363636,2,0,1.9833333333333334,1.34375,3,7,14,15,1
2630,10194,9850,77.86363636363636,73.63636363636364,2,0,2.016666666666666,1.8333333333333333,7,10,16,8,1
2631,8586,8197,81.0909090909091,75.5,7,0,1.7550000000000001,1.3687500000000001,11,8,22,21,0
2632,10252,8197,76.04545454545455,75.5,0,0,3.433333333333333,1.3833333333333335,5,8,6,21,0
2633,8678,9850,72.63636363636364,74.04545454545455,0,0,1.8966666666666665,3.6062499999999997,5,9,10,5,1
2634,8455,8668,83.4090909090909,80.18181818181819,9,5,1.7850000000000001,1.383333333333333,9,5,14,15,0
2635,8650,10260,80.27272727272727,81.4090909090909,4,7,2.346666666666667,1.5041666666666667,7,5,16,12,0
2636,8456,9826,82.36363636363636,76.5,6,0,1.3816666666666666,1.5095833333333333,8,5,22,17,1
2637,10261,8654,77.45454545454545,76.63636363636364,3,1,2.536666666666667,1.8770833333333332,2,11,10,16,1
2638,8466,8659,78.0,74.68181818181819,2,0,1.7333333333333334,5.366666666666667,6,7,17,13,1
2639,10194,9825,77.86363636363636,81.68181818181819,2,8,4.126666666666667,1.6291666666666664,9,10,16,17,0
2640,10003,9817,77.45454545454545,75.22727272727273,1,0,2.38,1.5979166666666664,5,4,10,15,1
2641,8586,8472,81.31818181818181,75.5909090909091,6,0,1.3666666666666665,1.3520833333333335,10,6,19,7,1
2642,9825,8455,82.31818181818181,83.54545454545455,8,9,2.0833333333333335,1.5970833333333332,8,7,23,9,0
2643,9826,8586,76.5,81.04545454545455,0,5,3.4333333333333336,1.3812499999999999,2,10,14,17,0
2644,8668,10003,80.45454545454545,77.5909090909091,5,1,1.6983333333333333,1.4470833333333335,6,7,12,6,0
2645,8197,10194,75.5909090909091,77.63636363636364,0,2,2.05,1.4375,6,10,19,15,1
2646,10260,8466,80.45454545454545,78.13636363636364,7,2,1.8783333333333332,2.1999999999999997,8,9,19,10,0
2647,9850,8650,74.54545454545455,79.9090909090909,0,4,4.043333333333334,2.540833333333333,6,7,15,12,0
2648,8472,8678,76.22727272727273,72.9090909090909,0,0,2.891666666666667,3.7875,6,5,11,11,0
2649,9817,10261,74.5909090909091,77.54545454545455,0,3,2.058333333333333,2.0379166666666664,1,4,13,4,1
2650,8659,10252,75.9090909090909,75.95454545454545,0,0,2.125,1.3904166666666669,7,5,14,2,0
2651,8654,8456,76.9090909090909,82.77272727272727,1,6,4.908333333333334,4.835416666666666,10,11,16,15,0
2652,9825,8466,82.4090909090909,78.4090909090909,7,2,1.7633333333333334,1.4520833333333334,8,9,23,12,0
2653,8197,8650,75.68181818181819,80.45454545454545,0,4,2.5966666666666662,4.489583333333333,9,7,19,14,1
2654,9850,8586,74.81818181818181,81.22727272727273,0,5,4.333333333333333,1.5066666666666668,6,10,15,20,0
2655,8472,8456,76.18181818181819,82.13636363636364,0,5,7.058333333333334,1.8354166666666665,7,9,12,13,0
2656,9817,8455,75.0,83.45454545454545,0,9,4.071666666666666,1.78125,3,9,15,12,0
2657,8654,10252,76.77272727272727,76.22727272727273,1,0,1.8866666666666667,1.8458333333333332,10,5,17,3,1
2658,9826,8678,75.54545454545455,73.36363636363636,0,0,2.4166666666666665,1.4925,1,5,11,9,0
2659,10260,10194,80.95454545454545,77.68181818181819,6,2,1.6899999999999997,1.4854166666666668,8,7,16,14,1
2660,8659,10003,75.77272727272727,77.5,0,1,2.591666666666667,1.4241666666666666,8,7,15,8,0
2661,8668,10261,79.4090909090909,77.45454545454545,5,3,1.6566666666666665,2.266666666666667,3,4,12,4,1
2662,10252,9850,75.86363636363636,74.22727272727273,0,0,2.4000000000000004,1.3583333333333334,5,3,7,5,1
2663,8678,9825,73.36363636363636,82.63636363636364,0,8,3.783333333333333,1.3904166666666666,8,6,13,15,0
2664,8455,10260,83.45454545454545,81.0,9,6,2.125,1.9129166666666668,9,10,15,15,0
2665,8650,8472,80.31818181818181,75.9090909090909,4,1,1.4266666666666665,1.7999999999999998,4,7,13,6,0
2666,8456,8197,82.45454545454545,75.77272727272727,7,0,1.6083333333333336,1.9408333333333332,11,11,22,21,0
2667,10261,8659,77.63636363636364,74.45454545454545,2,0,2.15,2.8479166666666664,4,6,13,12,1
2668,8466,8654,77.95454545454545,77.13636363636364,2,1,1.72,1.555416666666667,10,10,17,13,1
2669,10194,8668,78.31818181818181,79.31818181818181,2,5,2.595,1.3404166666666664,4,6,17,13,0
2670,10003,9826,77.54545454545455,76.4090909090909,1,0,2.2083333333333335,1.4533333333333334,7,0,10,14,0
2671,8586,9817,81.27272727272727,75.0,5,0,1.4966666666666668,1.8604166666666666,10,4,21,14,1
2672,9825,8197,83.31818181818181,75.77272727272727,10,0,1.75,2.967916666666667,6,13,23,23,1
2673,10252,8650,75.86363636363636,81.27272727272727,0,6,4.4750000000000005,6.416666666666667,8,5,9,14,0
2674,8678,10194,72.9090909090909,77.77272727272727,0,2,2.0500000000000003,1.6645833333333335,7,4,12,14,0
2675,8455,10261,84.22727272727273,77.63636363636364,10,2,1.4516666666666664,2.2395833333333335,7,7,13,4,1
2676,9826,9817,76.72727272727273,75.63636363636364,0,0,2.2416666666666667,1.38875,1,4,11,14,0
2677,8668,8659,79.18181818181819,76.18181818181819,5,1,1.5366666666666668,3.4791666666666665,8,3,12,9,0
2678,8456,8586,83.18181818181819,81.31818181818181,8,5,2.0499999999999994,1.4125000000000003,8,12,22,22,0
2680,8472,10260,76.5909090909091,81.45454545454545,1,7,4.958333333333333,1.7875000000000003,5,8,11,13,1
2681,10003,8466,77.54545454545455,77.27272727272727,1,1,3.008333333333333,1.5895833333333333,8,13,10,12,0
2682,8197,9850,76.31818181818181,74.4090909090909,1,0,1.5083333333333335,1.9541666666666666,10,0,21,4,1
2683,8650,8668,80.9090909090909,79.5,5,5,1.708333333333333,1.6833333333333333,10,3,16,15,1
2684,10260,9825,80.54545454545455,82.95454545454545,7,9,3.0416666666666665,3.5875,7,8,18,18,1
2685,10261,8456,76.04545454545455,82.36363636363636,1,7,5.816666666666666,3.389583333333334,4,10,15,15,0
2686,8466,8455,77.36363636363636,83.31818181818181,1,9,2.8333333333333326,5.054166666666666,13,9,20,10,0
2687,10194,10252,77.68181818181819,75.13636363636364,3,0,1.66,1.3908333333333331,4,5,17,3,1
2688,8586,10003,81.45454545454545,77.72727272727273,6,1,1.4383333333333332,1.8083333333333333,15,8,23,8,1
2689,9817,8678,75.0,73.27272727272727,0,0,2.356666666666667,1.8770833333333334,7,7,13,12,0
2690,8659,9826,75.63636363636364,76.27272727272727,1,0,2.641666666666666,1.3666666666666665,5,1,15,12,1
2692,9825,10003,82.72727272727273,76.18181818181819,8,1,1.3583333333333334,4.104166666666667,7,5,23,8,0
2693,10252,8668,75.22727272727273,79.36363636363636,0,5,4.371666666666666,1.4033333333333335,4,7,9,15,0
2694,8678,8466,74.0909090909091,77.77272727272727,0,2,2.8466666666666662,1.35625,5,10,9,14,1
2695,8197,8659,75.18181818181819,76.04545454545455,0,1,1.7,1.956666666666667,12,8,21,9,0
2696,9850,8455,74.4090909090909,83.5909090909091,0,8,5.333333333333333,1.9183333333333332,0,11,14,13,0
2697,8472,9826,76.54545454545455,76.36363636363636,1,0,2.4833333333333334,1.59375,5,1,14,12,0
2698,8654,8586,77.27272727272727,81.0,2,5,3.85,1.3533333333333333,7,15,20,22,1
2699,8650,8456,79.86363636363636,82.72727272727273,3,7,2.6199999999999997,1.4908333333333335,7,7,14,13,1
2700,10260,9817,80.4090909090909,75.45454545454545,8,0,1.663333333333333,1.414583333333333,7,8,18,14,1
2701,10194,10261,77.68181818181819,76.27272727272727,3,1,1.9383333333333335,1.6708333333333334,6,6,19,3,1
2702,8455,10194,82.72727272727273,78.5,8,3,1.5066666666666668,1.6270833333333332,11,9,16,14,0
2703,9826,8650,77.18181818181819,79.95454545454545,0,3,3.6,2.1999999999999997,2,10,8,16,0
2704,8668,8654,79.63636363636364,77.31818181818181,6,2,1.7249999999999996,1.5999999999999999,9,7,11,10,0
2705,8456,10252,82.86363636363636,75.72727272727273,7,0,1.2083333333333333,2.3625000000000003,4,3,19,3,1
2706,10261,8678,75.81818181818181,73.9090909090909,1,0,2.591666666666667,4.366666666666666,3,7,16,13,0
2707,8466,8472,77.45454545454545,76.5,2,1,1.5816666666666668,1.5616666666666665,7,6,17,7,0
2708,10003,9850,77.45454545454545,74.5,1,0,1.9766666666666666,1.4083333333333332,5,0,9,3,1
2709,8586,9825,81.63636363636364,81.72727272727273,7,7,2.3850000000000002,1.5575,12,7,23,15,0
2710,9817,8197,76.4090909090909,76.13636363636364,0,1,2.9,1.6375,5,10,14,20,0
2711,8659,10260,76.04545454545455,81.36363636363636,1,8,4.11,1.8520833333333335,8,10,18,13,1
2712,9825,8650,82.45454545454545,80.72727272727273,8,5,1.7516666666666667,1.4054166666666665,8,7,20,15,0
2713,9826,10252,76.4090909090909,76.72727272727273,0,0,1.8583333333333332,2.7304166666666667,6,6,10,9,1
2714,8668,8456,79.86363636363636,83.0909090909091,6,7,4.8500000000000005,5.095833333333333,7,15,16,14,0
2715,8197,8586,74.36363636363636,80.68181818181819,0,7,2.6633333333333327,1.3804166666666668,13,7,19,14,0
2716,10260,10261,82.81818181818181,77.22727272727273,10,1,1.3583333333333334,1.7729166666666665,11,5,22,4,0
2717,9850,10194,74.4090909090909,78.0909090909091,0,2,2.355,1.5366666666666664,4,8,12,10,0
2718,8472,10003,76.18181818181819,78.36363636363636,1,2,3.7583333333333333,1.3862500000000002,2,13,11,14,0
2719,9817,8466,74.54545454545455,77.5,0,2,2.716666666666667,1.5325,2,4,1,8,0
2720,8659,8455,74.86363636363636,84.81818181818181,1,10,5.8500000000000005,1.4229166666666666,5,5,16,19,0
2721,8654,8678,76.18181818181819,74.0909090909091,1,1,2.348333333333333,1.6645833333333335,3,0,12,0,0
2722,9825,8659,82.36363636363636,75.36363636363636,8,1,1.2583333333333333,1.8125,9,4,20,8,1
2723,10252,8586,75.86363636363636,81.72727272727273,0,8,6.933333333333334,1.5616666666666668,3,10,9,21,0
2724,8678,10003,73.9090909090909,76.4090909090909,0,1,1.9533333333333331,1.7374999999999998,7,7,11,11,1
2725,8197,10261,76.27272727272727,76.72727272727273,2,1,1.5899999999999999,2.06875,10,3,22,3,1
2726,8650,8455,81.04545454545455,82.63636363636364,4,9,1.9516666666666664,2.04375,10,4,19,20,0
2727,10260,9826,81.5,75.72727272727273,7,0,1.5366666666666668,1.4958333333333333,9,6,20,9,1
2728,9850,8456,74.04545454545455,82.22727272727273,0,6,5.8999999999999995,4.752083333333333,0,6,11,10,0
2729,10194,8466,78.68181818181819,76.18181818181819,3,0,2.6999999999999997,1.6375,10,7,19,11,0
2730,8472,8668,76.68181818181819,79.22727272727273,0,5,1.7,1.4324999999999999,8,5,13,13,1
2731,8654,9817,78.13636363636364,74.5,2,0,1.5583333333333333,1.4916666666666665,7,4,18,13,1
2732,8455,8654,82.31818181818181,77.95454545454545,7,2,1.7183333333333335,3.5812500000000003,11,10,14,12,0
2733,9826,8197,76.9090909090909,76.36363636363636,0,2,2.975,1.8229166666666667,2,10,8,22,0
2734,8668,9825,80.0909090909091,80.5909090909091,6,6,2.6199999999999997,1.4108333333333334,9,7,11,13,0
2735,8456,10260,82.22727272727273,81.22727272727273,6,6,1.8266666666666664,3.658333333333333,4,7,19,10,0
2736,10261,8472,77.54545454545455,76.68181818181819,2,1,2.1083333333333334,1.52125,3,6,15,8,0
2737,8466,8650,76.9090909090909,80.4090909090909,1,5,2.5966666666666662,2.1125,7,10,17,18,1
2738,10003,10252,75.68181818181819,75.54545454545455,1,0,1.6349999999999998,1.8104166666666668,6,0,12,3,1
2739,8586,8678,81.72727272727273,74.0909090909091,8,0,1.5266666666666666,1.5700000000000003,10,10,21,16,1
2740,9817,10194,75.9090909090909,77.36363636363636,0,2,2.408333333333333,1.4024999999999999,4,10,14,12,0
2741,8659,9850,76.54545454545455,73.81818181818181,1,0,2.2083333333333335,1.8270833333333332,10,1,18,3,0
2742,9825,9817,80.77272727272727,75.45454545454545,6,0,1.3500000000000003,1.4545833333333331,7,4,20,13,1
2743,10252,8455,75.36363636363636,80.68181818181819,0,5,6.266666666666667,1.88375,0,11,9,15,0
2744,8678,8456,73.0,82.0,0,6,3.6916666666666664,1.5999999999999999,10,4,14,11,0
2745,8197,8466,76.45454545454545,78.13636363636364,1,2,2.241666666666667,1.5958333333333332,13,7,22,13,1
2746,8650,8586,81.13636363636364,81.63636363636364,6,8,2.5083333333333333,2.525,10,10,16,21,0
2747,10260,8668,81.4090909090909,80.95454545454545,6,8,2.05,1.647916666666667,9,6,18,17,1
2748,9850,10261,73.81818181818181,77.5909090909091,0,2,2.2083333333333335,1.3208333333333333,4,1,12,3,1
2749,10194,10003,76.13636363636364,77.0909090909091,2,1,2.191666666666667,1.3104166666666666,10,9,19,8,0
2750,8472,8659,76.68181818181819,75.81818181818181,0,1,2.083333333333333,2.435416666666667,7,10,14,10,0
2751,8654,9826,77.81818181818181,76.18181818181819,2,0,1.9599999999999997,1.295,10,1,20,10,0
2752,10252,8678,74.13636363636364,73.0909090909091,0,0,3.4333333333333336,1.3604166666666666,0,9,8,16,0
2753,9826,9850,76.18181818181819,73.81818181818181,0,0,2.033333333333333,1.6166666666666665,2,7,7,6,1
2754,8650,10194,77.95454545454545,76.63636363636364,4,3,1.593333333333333,1.5133333333333334,10,8,14,14,1
2755,8456,8659,81.36363636363636,75.54545454545455,7,1,1.3366666666666667,3.4324999999999997,7,8,16,8,1
2756,8466,10261,77.68181818181819,77.68181818181819,2,2,1.5583333333333333,2.6416666666666666,7,1,17,3,1
2757,8472,8197,76.68181818181819,76.63636363636364,0,1,3.4166666666666665,1.4258333333333333,7,13,12,22,0
2758,10003,8455,77.77272727272727,80.77272727272727,1,7,3.733333333333333,1.789583333333333,10,11,15,18,1
2759,8586,10260,82.13636363636364,80.54545454545455,9,5,1.9516666666666664,1.41625,8,12,23,12,1
2760,9817,8668,74.77272727272727,81.04545454545455,0,8,3.341666666666667,1.7166666666666666,1,3,11,14,0
2761,8654,9825,78.0909090909091,80.77272727272727,2,6,3.6583333333333328,1.5250000000000001,8,7,20,13,0
2762,9825,9826,81.63636363636364,76.22727272727273,7,0,1.3333333333333333,2.0679166666666666,8,5,20,11,0
2763,8678,8650,73.18181818181819,73.4090909090909,0,2,3.466666666666667,1.4395833333333334,9,10,14,15,0
2764,8455,8456,81.95454545454545,82.81818181818181,8,8,2.65,1.5958333333333332,8,10,15,13,0
2765,8668,8466,78.0,77.68181818181819,3,2,2.625,1.6187500000000001,2,10,8,10,0
2766,8197,8654,76.72727272727273,77.63636363636364,1,1,1.945,3.94375,15,9,22,10,0
2767,10260,10252,81.36363636363636,74.86363636363636,6,0,1.2183333333333333,1.5575,9,0,20,3,1
2768,10261,10003,76.45454545454545,77.77272727272727,2,1,2.2916666666666665,4.272916666666666,1,10,13,9,1
2769,9850,8472,73.5,76.68181818181819,0,0,2.355,1.64375,7,4,15,9,0
2770,10194,8586,78.45454545454545,82.22727272727273,3,9,4.433333333333334,1.789583333333333,5,11,17,21,0
2771,8659,9817,75.95454545454545,75.04545454545455,1,0,2.3633333333333333,1.3166666666666667,5,1,18,10,0
2772,10252,8466,75.22727272727273,77.77272727272727,0,1,6.766666666666667,1.4437500000000003,0,10,8,11,0
2773,8678,8455,71.9090909090909,83.0,0,9,2.975,1.2895833333333335,6,5,13,18,0
2774,9826,8668,76.45454545454545,80.0909090909091,0,6,2.9,1.4437500000000003,5,4,10,15,0
2775,8197,10003,76.45454545454545,77.31818181818181,2,1,1.7333333333333334,2.4250000000000003,13,7,22,9,1
2776,8650,10261,76.86363636363636,76.04545454545455,3,1,1.5566666666666666,2.4166666666666665,10,5,19,0,0
2777,8456,10194,82.31818181818181,76.95454545454545,7,1,1.3150000000000002,1.633333333333333,10,4,19,11,1
2778,9850,9817,74.63636363636364,74.4090909090909,0,0,1.8016666666666667,3.3616666666666664,3,7,11,7,1
2779,8472,9825,76.68181818181819,82.36363636363636,0,8,4.55,1.5158333333333331,6,11,12,14,0
2780,8586,8659,82.31818181818181,75.22727272727273,9,0,1.2449999999999999,1.3562500000000002,13,1,23,7,0
2781,8654,10260,77.63636363636364,81.63636363636364,2,7,2.9583333333333335,1.5179166666666666,8,10,19,11,1
2782,9825,9850,82.36363636363636,74.22727272727273,8,0,1.2583333333333333,1.3549999999999998,9,7,20,6,1
2783,8455,8586,82.68181818181819,81.9090909090909,9,7,2.686666666666667,1.9166666666666667,7,11,12,23,0
2784,8668,8678,78.5909090909091,73.36363636363636,4,0,1.9833333333333334,3.453333333333333,3,3,6,18,1
2785,10260,8197,80.68181818181819,76.45454545454545,4,2,2.058333333333333,2.7270833333333333,12,13,22,22,0
2786,10261,9826,76.45454545454545,76.27272727272727,2,0,1.9749999999999996,2.9908333333333332,5,6,16,8,1
2787,8466,8456,77.5909090909091,81.18181818181819,2,7,2.703333333333333,1.5554166666666667,10,13,20,16,1
2788,10194,8472,76.04545454545455,76.68181818181819,2,0,2.6650000000000005,2.05625,4,6,14,12,0
2789,10003,8650,77.54545454545455,74.72727272727273,1,4,3.0883333333333334,1.505,7,11,17,15,1
2790,9817,10252,73.77272727272727,73.77272727272727,0,0,1.6783333333333335,1.3479166666666667,4,0,12,3,1
2791,8659,8654,75.5909090909091,78.0909090909091,0,2,3.6999999999999997,1.3708333333333333,2,7,15,11,0
2792,10252,10261,74.22727272727273,76.45454545454545,0,2,5.541666666666667,1.600833333333333,0,8,8,1,0
2793,8678,8659,73.27272727272727,75.63636363636364,0,0,1.9233333333333331,1.3658333333333335,3,1,10,7,0
2794,9826,10194,76.0,76.04545454545455,0,2,2.033333333333333,1.4312500000000001,5,2,8,11,1
2795,8197,8668,76.4090909090909,78.4090909090909,2,5,1.8866666666666667,2.0283333333333333,11,6,22,14,1
2796,8650,9817,77.45454545454545,74.31818181818181,3,0,1.4783333333333335,1.4333333333333333,10,7,17,10,1
2797,8456,9825,81.9090909090909,81.4090909090909,5,7,2.5,1.5408333333333333,10,9,19,14,0
2798,9850,10260,74.18181818181819,81.77272727272727,0,7,4.3133333333333335,4.0062500000000005,6,10,12,9,0
2799,8472,8455,76.68181818181819,83.77272727272727,0,9,2.9250000000000003,1.3791666666666664,6,7,10,20,1
2800,8586,8466,81.63636363636364,77.5909090909091,7,2,1.9616666666666667,1.6216666666666664,9,10,21,14,0
2801,8654,10003,77.77272727272727,75.45454545454545,2,0,1.4466666666666663,1.3654166666666667,9,7,20,9,0
